place_id,館名,地址,緯度,經度,網站,電話,評分,營業時間
ChIJcRV3WHOpQjQRFpgzTpxZWgo,國立臺灣博物館,100台灣臺北市中正區襄陽路2號,25.0427872,121.5151192,https://www.ntm.gov.tw/,+886 2 2382 2566,4.5,星期一: 休息|星期二: 09:30 – 17:00|星期三: 09:30 – 17:00|星期四: 09:30 – 17:00|星期五: 09:30 – 17:00|星期六: 09:30 – 17:00|星期日: 09:30 – 17:00
ChIJa1U1VXOpQjQR6InZ2RmUU0s,國立臺灣博物館 古生物館,100台灣臺北市中正區襄陽路25號,25.043643,121.5143695,https://www.ntm.gov.tw/exhibitionlist_182_2169_1.html,+886 2 2314 2699,4.6,星期一: 休息|星期二: 09:30 – 17:00|星期三: 09:30 – 17:00|星期四: 09:30 – 17:00|星期五: 09:30 – 17:00|星期六: 09:30 – 17:00|星期日: 09:30 – 17:00
ChIJZVl9mw2pQjQRNl7qT3nVk80,國立臺灣博物館鐵道部園區,103台灣臺北市大同區延平北路一段2號,25.0487719,121.5112073,https://www.ntm.gov.tw/default.aspx,+886 2 2558 9790,4.6,星期一: 休息|星期二: 09:30 – 17:00|星期三: 09:30 – 17:00|星期四: 09:30 – 17:00|星期五: 09:30 – 17:00|星期六: 09:30 – 17:00|星期日: 09:30 – 17:00
ChIJbVjU3GGpQjQRf-842jJJufc,袖珍博物館,10489台灣臺北市中山區建國北路一段96號B1,25.050421,121.5360584,http://www.mmot.com.tw/,+886 2 2515 0583,4.4,星期一: 休息|星期二: 10:00 – 18:00|星期三: 10:00 – 18:00|星期四: 10:00 – 18:00|星期五: 10:00 – 18:00|星期六: 10:00 – 18:00|星期日: 10:00 – 18:00
ChIJzx49raOpQjQR7NYRaIqDppk,國立歷史博物館,100台灣臺北市中正區南海路49號4樓,25.0315698,121.5111994,https://www.nmh.gov.tw/,+886 2 2331 1220,4.2,星期一: 休息|星期二: 10:00 – 18:00|星期三: 10:00 – 18:00|星期四: 10:00 – 18:00|星期五: 10:00 – 18:00|星期六: 10:00 – 18:00|星期日: 10:00 – 18:00
ChIJ0QGCo5ipQjQRRVNCf4ND6VM,郵政博物館,100台灣臺北市中正區重慶南路二段45號,25.0316443,121.5148283,http://museum.post.gov.tw/,+886 2 2394 5185,4.5,星期一: 休息|星期二: 09:00 – 17:00|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 17:00|星期日: 09:00 – 17:00
ChIJfUpAzTqsQjQRwQl6ORhwbV0,國立故宮博物院,111台灣臺北市士林區至善路二段221號,25.1023554,121.5484925,https://www.npm.gov.tw/,+886 2 2881 2021,4.6,星期一: 休息|星期二: 09:00 – 17:00|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 17:00|星期日: 09:00 – 17:00
ChIJ42fAy7iuQjQRE2DgdH7p7fQ,國立臺灣科學教育館,111台灣臺北市士林區士商路189號,25.0962609,121.5164742,https://www.ntsec.gov.tw/,+886 2 6610 1234#1000,4.3,星期一: 休息|星期二: 09:00 – 17:00|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 18:00|星期日: 09:00 – 18:00
ChIJ-ffZ_VGpQjQRcaEDDIjDQHo,臺北市立美術館,10461台灣臺北市中山區中山北路三段181號,25.072136,121.5244037,https://www.tfam.museum/index.aspx,+886 2 2595 7656,4.6,星期一: 休息|星期二: 09:30 – 17:30|星期三: 09:30 – 17:30|星期四: 09:30 – 17:30|星期五: 09:30 – 17:30|星期六: 09:30 – 20:30|星期日: 09:30 – 17:30
ChIJc-TxSWypQjQR-8Eh7elK97Q,台北當代藝術館,103台灣臺北市大同區長安西路39號,25.0508047,121.5189766,https://www.mocataipei.org.tw/tw,+886 2 2552 3721,4.4,星期一: 休息|星期二: 10:00 – 18:00|星期三: 10:00 – 18:00|星期四: 10:00 – 18:00|星期五: 10:00 – 18:00|星期六: 10:00 – 18:00|星期日: 10:00 – 18:00
ChIJs_BDd7urQjQR8_WWa7P_v8I,富邦美術館,110台灣臺北市信義區松高路79號,25.03938,121.5712054,https://www.fubonartmuseum.org/,+886 2 6623 6771,4.3,星期一: 11:00 – 18:00|星期二: 休息|星期三: 11:00 – 18:00|星期四: 11:00 – 18:00|星期五: 11:00 – 18:00|星期六: 11:00 – 18:00|星期日: 11:00 – 18:00
ChIJk_SvLdOrQjQRqtUKfx1dFU0,台灣昆蟲館,106台灣臺北市大安區和平東路三段406巷8號B1,25.0183296,121.5579406,https://taiwan.insect.tw/,+886 2 7729 3709,4.5,星期一: 休息|星期二: 休息|星期三: 16:00 – 20:00|星期四: 休息|星期五: 休息|星期六: 12:00 – 20:00|星期日: 12:00 – 20:00
ChIJ2QQNMb6rQjQRA85vrPDJtEU,國家鐵道博物館,110台灣臺北市信義區市民大道五段50號,25.0474346,121.5647175,https://www.nrm.gov.tw/,+886 2 8787 8850,4.6,星期一: 休息|星期二: 09:30 – 17:00|星期三: 09:30 – 17:00|星期四: 09:30 – 17:00|星期五: 09:30 – 17:00|星期六: 09:30 – 17:00|星期日: 09:30 – 17:00
ChIJiV2syWOpQjQRrChqa_sz7-o,樹火紀念紙博物館,10491台灣臺北市中山區長安東路二段68號,25.048197,121.533603,http://www.suhopaper.org.tw/,+886 2 2507 5535,4.4,星期一: 休息|星期二: 09:30 – 16:30|星期三: 09:30 – 16:30|星期四: 09:30 – 16:30|星期五: 09:30 – 16:30|星期六: 09:30 – 16:30|星期日: 休息
ChIJ6fE69FCuQjQRPAp8aSmP8a0,北投溫泉博物館,112台灣臺北市北投區中山路2號,25.1365694,121.50715,https://hotspringmuseum.taipei/,+886 2 2893 9981,4.5,星期一: 休息|星期二: 10:00 – 18:00|星期三: 10:00 – 18:00|星期四: 10:00 – 18:00|星期五: 10:00 – 18:00|星期六: 10:00 – 18:00|星期日: 10:00 – 18:00
ChIJa1Rks4ypQjQRPgfDs1jd8RQ,自來水博物館,100台灣臺北市中正區思源街1號,25.0125283,121.5300223,https://waterpark.water.gov.taipei/,+886 2 8369 5104,4.3,星期一: 休息|星期二: 09:00 – 17:00|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 17:00|星期日: 09:00 – 17:00
ChIJ7TD9Fp-pQjQRFIFLWDgRrtU,國立臺灣博物館南門館,100台灣臺北市中正區南昌路一段1號,25.0334192,121.5157937,https://www.ntm.gov.tw/,+886 2 2397 3666,4.4,星期一: 休息|星期二: 09:30 – 17:00|星期三: 09:30 – 17:00|星期四: 09:30 – 17:00|星期五: 09:30 – 17:00|星期六: 09:30 – 17:00|星期日: 09:30 – 17:00
ChIJ64wm5WmuQjQRZ0BQwNMuyBM,北投文物館,112台灣臺北市北投區幽雅路32號,25.1380215,121.5146867,https://beitoumuseum.org.tw/,+886 2 2891 2318,4.5,星期一: 休息|星期二: 10:00 – 18:00|星期三: 10:00 – 18:00|星期四: 10:00 – 18:00|星期五: 10:00 – 18:00|星期六: 10:00 – 18:00|星期日: 10:00 – 18:00
ChIJl8eBsL6uQjQRwwn6OA2ejxI,臺北市立天文科學教育館,111台灣臺北市士林區基河路363號,25.0958186,121.5183633,https://tam.gov.taipei/,+886 2 2831 4551,4.6,星期一: 休息|星期二: 09:00 – 17:00|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 20:00|星期日: 09:00 – 17:00
ChIJ35pHwXWpQjQR3Q86rghjY2k,長榮海事博物館,100台灣台北市中正区中山南路11號5樓,25.0385853,121.5188548,https://www.evergreenmuseum.org.tw/,+886 2 2351 6699#6113,4.6,星期一: 休息|星期二: 09:00 – 17:00|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 17:00|星期日: 09:00 – 17:00
ChIJEesYVFcfaDQRN7Keb5R40iw,新北市美術館,239台灣新北市鶯歌區館前路300號,24.9534893,121.3582263,https://ntcart.museum/,+886 2 2679 6088,3.9,星期一: 休息|星期二: 10:00 – 17:30|星期三: 10:00 – 17:30|星期四: 10:00 – 17:30|星期五: 10:00 – 17:30|星期六: 10:00 – 18:00|星期日: 10:00 – 18:00
ChIJPTMS9xWpQjQR8Rvk6oUM7ig,阿嬤家 和平與女性人權館,103台灣台北市大同区承德路三段32號5樓,25.0644605,121.5180627,https://www.amamuseum.org.tw/,+886 2 2553 7133,4.7,星期一: 休息|星期二: 10:00 – 17:00|星期三: 10:00 – 17:00|星期四: 10:00 – 17:00|星期五: 10:00 – 17:00|星期六: 10:00 – 17:00|星期日: 休息
ChIJoSlNWVKpQjQRiPaWf7nRrbM,衛星,106台灣台北市大安区泰顺街12號2樓,25.0256226,121.531427,https://www.facebook.com/uitshinn/,,4.8,"星期一: 15:00 – 18:00, 19:00 – 21:00|星期二: 休息|星期三: 休息|星期四: 15:00 – 18:00, 19:00 – 21:00|星期五: 15:00 – 18:00, 19:00 – 21:00|星期六: 15:00 – 18:00, 19:00 – 21:00|星期日: 15:00 – 18:00, 19:00 – 21:00"
ChIJEY3acyipQjQRIh4t1FoV5HI,小紅厝月經博物館 Period Museum,103台灣臺北市大同區重慶北路三段335巷40號,25.0744679,121.5151823,https://withred.org/periodmuseum,+886 2 2596 6992,5,星期一: 休息|星期二: 休息|星期三: 休息|星期四: 休息|星期五: 11:00 – 18:00|星期六: 11:00 – 18:00|星期日: 11:00 – 18:00
ChIJp5FkF0arQjQRmBrZwkFQW6o,歷史文物陳列館,115台灣臺北市南港區研究院路二段130號,25.039555,121.616161,http://museum.sinica.edu.tw/,+886 2 2652 3180,4.8,星期一: 休息|星期二: 休息|星期三: 09:30 – 16:30|星期四: 休息|星期五: 休息|星期六: 09:30 – 16:30|星期日: 09:30 – 16:30
ChIJUfdCqzusQjQRuNKyfvlikoM,順益台灣原住民博物館,111台灣臺北市士林區至善路二段282號,25.1009785,121.5519788,http://www.museum.org.tw/,+886 2 2841 2611,4.3,星期一: 休息|星期二: 09:00 – 17:00|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 17:00|星期日: 09:00 – 17:00
ChIJ8aWhC9irQjQRUUFvYR-cCvo,忠泰美術館,"No, No. 178市民大道三段大安區臺北市台灣 106081",25.0442952,121.5373147,http://jam.jutfoundation.org.tw/,+886 2 8772 6178,4.5,星期一: 休息|星期二: 10:00 – 18:00|星期三: 10:00 – 18:00|星期四: 10:00 – 18:00|星期五: 10:00 – 18:00|星期六: 10:00 – 18:00|星期日: 10:00 – 18:00
ChIJTeIZgaCvQjQRlMvYvVAE6WE,關渡美術館,112台灣臺北市北投區學園路1號,25.133328,121.471549,http://kdmofa.tnua.edu.tw/,+886 2 2896 1000,4.4,星期一: 休息|星期二: 10:00 – 17:00|星期三: 10:00 – 17:00|星期四: 10:00 – 17:00|星期五: 10:00 – 17:00|星期六: 10:00 – 17:00|星期日: 10:00 – 17:00
ChIJI-pHChSpQjQRKCiVqa_hZO4,順益台灣美術館,100台灣臺北市中正區延平南路5號,25.0463756,121.5109513,http://www.shungye-art.org/,+886 2 2381 8322,4.8,星期一: 休息|星期二: 09:00 – 17:00|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 17:00|星期日: 09:00 – 17:00
ChIJkWJW8DOrQjQRz2f5F7risZc,ART AQUARIUM TAIPEI,110台灣臺北市信義區松壽路12號 ATT 4號FUN7樓,25.0353094,121.5659265,,+886 2 7734 2398,3.7,星期一: 11:00 – 22:00|星期二: 11:00 – 22:00|星期三: 11:00 – 22:00|星期四: 11:00 – 22:00|星期五: 11:00 – 22:00|星期六: 11:00 – 22:00|星期日: 11:00 – 22:00
ChIJHTeDCE6pQjQRnZf7RqqIhzI,兒童藝術教育中心,10491台灣臺北市中山區中山北路三段181號,25.0722092,121.5244349,http://www.tfam.museum/kid/,+886 2 2595 7656,4.5,星期一: 休息|星期二: 09:30 – 17:30|星期三: 09:30 – 17:30|星期四: 09:30 – 17:30|星期五: 09:30 – 17:30|星期六: 09:30 – 20:30|星期日: 09:30 – 17:30
ChIJqeyOEW2pQjQRYqFY35Bs2ig,國立臺灣工藝研究發展中心臺北當代工藝設計分館,100台灣臺北市中正區南海路41號,25.0319183,121.5123011,https://www.ntcri.gov.tw/,+886 2 2388 7066,4.4,星期一: 休息|星期二: 09:30 – 17:30|星期三: 09:30 – 17:30|星期四: 09:30 – 17:30|星期五: 09:30 – 17:30|星期六: 09:30 – 17:30|星期日: 09:30 – 17:30
ChIJyVHkNqY9aTQRDilsyqDVfbg,國立臺灣美術館,403台灣臺中市西區五權西路一段2號,24.1411864,120.6633131,https://www.ntmofa.gov.tw/,+886 4 2372 3552,4.6,星期一: 休息|星期二: 09:00 – 17:00|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 18:00|星期日: 09:00 – 18:00
ChIJ-242PoSpQjQRr1522e9jGkw,國立臺灣師範大學-師大美術館,106台灣臺北市大安區和平東路一段129號,25.0277772,121.5300988,https://www.artmuse.ntnu.edu.tw/,+886 2 7749 7791,4.4,星期一: 休息|星期二: 09:30 – 17:30|星期三: 09:30 – 17:30|星期四: 09:30 – 17:30|星期五: 09:30 – 17:30|星期六: 10:00 – 17:30|星期日: 10:00 – 17:30
ChIJ8U2K0nKpQjQRTiKA4BaWP1E,國家攝影文化中心 臺北館,100台灣臺北市中正區忠孝西路一段70號1樓,25.0467171,121.5143442,http://ncpi.ntmofa.gov.tw/,+886 2 8978 7040,4.6,星期一: 休息|星期二: 10:00 – 18:00|星期三: 10:00 – 18:00|星期四: 10:00 – 18:00|星期五: 10:00 – 18:00|星期六: 10:00 – 18:00|星期日: 10:00 – 18:00
ChIJse6bRnmpQjQRU8iOX79R-9Y,長流美術館台北館,100台灣臺北市中正區仁愛路二段63號B1號仁愛鴻禧大廈,25.0386643,121.5303292,https://www.chanliu.com/,+886 2 2321 6603,4.5,星期一: 休息|星期二: 10:00 – 19:00|星期三: 10:00 – 19:00|星期四: 10:00 – 19:00|星期五: 10:00 – 19:00|星期六: 10:00 – 19:00|星期日: 10:00 – 19:00
ChIJz6fDBi-sQjQRYqP7D7FWbzM,Garden91草山玉溪 (需預約reservation needed),111台灣臺北市士林區仰德大道二段91號,25.107354,121.545329,https://www.facebook.com/garden91/,+886 2 2834 2637,4.5,"星期一: 休息|星期二: 10:30 – 13:30, 14:00 – 17:00|星期三: 10:30 – 13:30, 14:00 – 17:00|星期四: 10:30 – 13:30, 14:00 – 17:00|星期五: 10:30 – 13:30, 14:00 – 17:00|星期六: 10:30 – 13:30, 14:00 – 17:00|星期日: 休息"
ChIJ29xN_w6oQjQRJJaVr-r7UQg,台灣玩具博物館,220台灣新北市板橋區中正路435號,25.0238994,121.4520292,https://www.taiwantoymuseum.com/,+886 917 567 617,4.5,星期一: 休息|星期二: 10:00 – 17:00|星期三: 10:00 – 17:00|星期四: 10:00 – 17:00|星期五: 10:00 – 17:00|星期六: 10:00 – 17:00|星期日: 10:00 – 17:00
ChIJGz1RBQECaDQRxJtzsMZd2-Y,國家人權博物館白色恐怖景美紀念園區,231台灣新北市新店區復興路131號,24.9881074,121.5323184,http://www.nhrm.gov.tw/,+886 2 2218 2438,4.4,星期一: 休息|星期二: 09:00 – 17:00|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 17:00|星期日: 09:00 – 17:00
ChIJp7loxaoeaDQRVcHeX2NHQUc,新北市立鶯歌陶瓷博物館,239218台灣新北市鶯歌區文化路200號,24.949251,121.352032,https://www.ceramics.ntpc.gov.tw/,+886 2 8677 2727,4.4,星期一: 09:30 – 17:00|星期二: 09:30 – 17:00|星期三: 09:30 – 17:00|星期四: 09:30 – 17:00|星期五: 09:30 – 17:00|星期六: 09:30 – 18:00|星期日: 09:30 – 18:00
ChIJTUvkJ2ADaDQR-FoZxrpETXY,國家人權博物館,231台灣新北市新店區復興路131號,24.9868828,121.5320705,https://www.nhrm.gov.tw/,+886 2 2218 2438,4.6,星期一: 休息|星期二: 09:00 – 17:00|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 17:00|星期日: 09:00 – 17:00
ChIJcZhVeAOlQjQRvj7a8XTvhVA,新北市立十三行博物館,249005台灣新北市八里區博物館路200號,25.1568739,121.4048561,https://www.sshm.ntpc.gov.tw/,+886 2 2619 1313,4.3,星期一: 09:30 – 17:00|星期二: 09:30 – 17:00|星期三: 09:30 – 17:00|星期四: 09:30 – 17:00|星期五: 09:30 – 17:00|星期六: 09:30 – 18:00|星期日: 09:30 – 18:00
ChIJZXBMOIYdaDQRZ1ocKT9qwSE,新北市美術館圓頂藝術空間,239台灣新北市鶯歌區館前路300號,24.953416,121.3582535,https://ntcart.museum/,,4.5,星期一: 休息|星期二: 10:00 – 17:00|星期三: 10:00 – 17:00|星期四: 10:00 – 17:00|星期五: 10:00 – 17:00|星期六: 10:00 – 17:00|星期日: 10:00 – 17:00
ChIJAxH9pPQBaDQRse0d33LRfh0,新北市立圖書館新店文史館,231台灣新北市新店區北新路一段92號,24.9681978,121.5429308,https://www.facebook.com/92%E6%95%85%E4%BA%8B%E5%B7%B7-%E6%96%B0%E5%BA%97%E6%96%87%E5%8F%B2%E9%A4%A8-1422963677941081/?ref=aymt_homepage_panel&eid=ARCHverSipAiDuJfiT6ArLqNNmlBZzhZ0ELm3iv93MD6c4Jx9q5zvy1jGyOfrYzlmyFdO-BQdnH0qHZq,+886 2 2911 5534,4.5,星期一: 休息|星期二: 休息|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 17:00|星期日: 09:00 – 17:00
ChIJ80TCTNupQjQRZWNe9JVpwY4,世界宗教博物館,234台灣新北市永和區中山路一段236號7樓,25.0080667,121.5078368,http://www.mwr.org.tw/,+886 2 8231 6118,4.6,星期一: 休息|星期二: 10:00 – 17:00|星期三: 10:00 – 17:00|星期四: 10:00 – 17:00|星期五: 10:00 – 17:00|星期六: 10:00 – 17:00|星期日: 10:00 – 17:00
ChIJ76041uqpQjQRxbx65gaXoZE,楊三郎美術館,234台灣新北市永和區博愛街7號,25.0159318,121.5167055,http://www.yangsanlang.com.tw/,+886 2 2927 0077,4.4,星期一: 休息|星期二: 休息|星期三: 11:00 – 17:00|星期四: 11:00 – 17:00|星期五: 11:00 – 17:00|星期六: 11:00 – 17:00|星期日: 11:00 – 17:00
ChIJ9653Kh5FXTQR1VWNys_RefA,新北市立黃金博物館,224台灣新北市瑞芳區金光路8號,25.1061358,121.8596365,https://www.gep.ntpc.gov.tw/,+886 2 2496 2800,4.2,星期一: 09:30 – 17:00|星期二: 09:30 – 17:00|星期三: 09:30 – 17:00|星期四: 09:30 – 17:00|星期五: 09:30 – 17:00|星期六: 09:30 – 18:00|星期日: 09:30 – 18:00
ChIJ_____7v4ZzQRZVc3rmw-Tm8,新北市坪林茶業博物館,232001台灣新北市坪林區19-1號,24.9344651,121.7128281,https://www.tea.ntpc.gov.tw/,+886 2 2665 6035,4.3,星期一: 09:00 – 17:00|星期二: 09:00 – 17:00|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 17:30|星期日: 09:00 – 17:30
ChIJHyynXru0QjQRSqZ_wyLUaIY,朱銘美術館,208台灣新北市金山區西勢湖2號,25.2464241,121.6111702,http://www.juming.org.tw/,+886 2 2498 9940,4.6,星期一: 休息|星期二: 10:00 – 17:00|星期三: 10:00 – 17:00|星期四: 10:00 – 17:00|星期五: 10:00 – 17:00|星期六: 10:00 – 17:00|星期日: 10:00 – 17:00
ChIJdwEakD1FXTQRuM7SeyS4Tp8,九份金礦博物館（需事先預約，Reservation Only!）,224台灣新北市瑞芳區石碑巷66號,25.1076062,121.8425741,http://jioufen-goldore-museum.strikingly.com/,+886 913 833 099,4.3,
ChIJsYkJHvtQXTQR39h4dY1NC0s,新平溪煤礦博物園區,226台灣新北市平溪區子5號,25.0524472,121.7732472,http://www.taiwancoal.com.tw/,+886 2 2495 8680,4.3,星期一: 休息|星期二: 休息|星期三: 09:00 – 17:00|星期四: 09:00 – 17:00|星期五: 09:00 – 17:00|星期六: 09:00 – 17:00|星期日: 09:00 – 17:00
ChIJV7S2KIkGaDQRG8WyaJOb040,新北市烏來泰雅民族博物館,233台灣新北市烏來區烏來街12號,24.86409,121.5515073,https://www.atayal.ntpc.gov.tw/,+886 2 2661 8162,4.4,星期一: 09:30 – 17:00|星期二: 09:30 – 17:00|星期三: 09:30 – 17:00|星期四: 09:30 – 17:00|星期五: 09:30 – 17:00|星期六: 09:30 – 18:00|星期日: 09:30 – 18:00
ChIJlU366YipQjQR0rakRppVrwg,國立臺灣大學藝術史研究所美術館,106台灣臺北市大安區蒲葵道,25.0178055,121.5357959,https://arthistory.ntu.edu.tw/,+886 2 3366 4220,4.4,星期一: 休息|星期二: 休息|星期三: 10:00 – 16:00|星期四: 休息|星期五: 休息|星期六: 10:00 – 16:00|星期日: 休息
ChIJKaxUr5ipQjQRZGuT_jIhjUA,楊英風美術館,100台灣臺北市中正區重慶南路二段31號,25.0321308,121.5144974,https://web.hocom.tw/h/?key=675875086003,+886 2 2396 1966,4.6,星期一: 休息|星期二: 休息|星期三: 11:00 – 17:30|星期四: 11:00 – 17:30|星期五: 11:00 – 17:30|星期六: 11:00 – 16:30|星期日: 休息
ChIJZT55S2CrQjQRiOPkrNWHGO4,"君慎美術館（預約制,免費參觀）",106台灣臺北市大安區敦化南路二段71號3樓,25.0308016,121.5493631,https://sites.google.com/globalsif.com/2024/%E9%A6%96%E9%A0%81,+886 2 2325 0777#11,4.9,星期一: 11:00 – 16:30|星期二: 11:00 – 16:30|星期三: 11:00 – 16:30|星期四: 11:00 – 16:30|星期五: 11:00 – 16:30|星期六: 休息|星期日: 休息
ChIJsw7jHK2rQjQRCLLDFXWOmB4,巫登益美術館（新北館）,251台灣新北市淡水區真理街巫登益當代藝術園區,25.1746997,121.4358278,https://wdyart.com.tw/,+886 2 2626 5997,4.8,星期一: 09:30 – 17:00|星期二: 09:30 – 17:00|星期三: 09:30 – 17:00|星期四: 09:30 – 17:00|星期五: 09:30 – 17:00|星期六: 09:30 – 17:30|星期日: 09:30 – 17:30
ChIJFZBvUEWrQjQROPnIEGDULjA,胡克敏紀念館,106台灣臺北市大安區安和路一段78巷4號,25.0349451,121.5520897,https://www.hukemin.com/,+886 2 2701 6908,5,星期一: 休息|星期二: 11:00 – 18:00|星期三: 11:00 – 18:00|星期四: 11:00 – 18:00|星期五: 11:00 – 18:00|星期六: 11:00 – 18:00|星期日: 11:00 – 18:00
ChIJYZQOENGrQjQRxkCI2JfsP8g,Bluerider ART 台北·敦化 Taipei·DunHua,106台灣臺北市大安區敦化南路二段77號,25.0301974,121.549264,https://www.blueriderart.com/,+886 2 2752 2238,4.9,星期一: 休息|星期二: 10:00 – 18:30|星期三: 10:00 – 18:30|星期四: 10:00 – 18:30|星期五: 10:00 – 18:30|星期六: 10:00 – 18:30|星期日: 10:00 – 18:30
ChIJqcqPTOqrQjQR1_5E1SnsSnk,川藝術 Current Art Space,106台灣臺北市大安區大安路一段116巷5號B1,25.0398991,121.5456915,https://my-art-house.com/?mibextid=Zxz2cZ,+886 975 722 190,4.7,星期一: 休息|星期二: 13:00 – 19:00|星期三: 13:00 – 19:00|星期四: 13:00 – 19:00|星期五: 13:00 – 19:00|星期六: 13:00 – 19:00|星期日: 13:00 – 19:00
ChIJbSTgI2WpQjQRcVwWB2cnyfE,華山1914文化創意產業園區,100台灣臺北市中正區八德路一段1號,25.0440698,121.5293583,http://www.huashan1914.com/,+886 2 2358 1914,4.5,星期一: 24 小時營業|星期二: 24 小時營業|星期三: 24 小時營業|星期四: 24 小時營業|星期五: 24 小時營業|星期六: 24 小時營業|星期日: 24 小時營業
ChIJO0vOI7-rQjQR3Pl9_4cPK8g,松山文創園區,11072台灣臺北市信義區光復南路133號,25.0438366,121.5606383,https://www.songshanculturalpark.org/,+886 2 2765 1388,4.4,星期一: 08:00 – 22:00|星期二: 08:00 – 22:00|星期三: 08:00 – 22:00|星期四: 08:00 – 22:00|星期五: 08:00 – 22:00|星期六: 08:00 – 22:00|星期日: 08:00 – 22:00
